clean_url,clicks,impressions,type,priority,suggested_redirect
https://enviroaqua.com.au/product/standard-carbon-water-filter-cartridge-coconut-activated-carbon-filter-cto-20-x-4-5-5-micron/,2,132,product,critical,301 → /products/standard-carbon-water-filter-cartridge-coconut-activated-carbon-filter-cto-20-x-4-5-5-micron (Shopify standard)
https://enviroaqua.com.au/product/deluxe-ro-water-filter-tap-nsf-certified-faucet-in-polished-chrome/,2,128,product,critical,301 → /products/deluxe-ro-water-filter-tap-nsf-certified-faucet-in-polished-chrome (Shopify standard)
https://enviroaqua.com.au/product-category/taps/,2,119,product-category,critical,301 → /collections/taps
https://enviroaqua.com.au/product/4-stage-rodi-in-line-water-filter-replacement-set-with-ro-membrane-aquarium-fish/,2,112,product,critical,301 → /products/4-stage-rodi-in-line-water-filter-replacement-set-with-ro-membrane-aquarium-fish (Shopify standard)
https://enviroaqua.com.au/product/home-plastic-3-way-water-purifier-filters-tube-quick-connect-fitting-white/,2,75,product,critical,301 → /products/home-plastic-3-way-water-purifier-filters-tube-quick-connect-fitting-white (Shopify standard)
https://enviroaqua.com.au/product/6-stages-ro-cartridges-replacement-set-for-6-stages-ro-water-filter-system-5mic/,2,67,product,critical,301 → /products/6-stages-ro-cartridges-replacement-set-for-6-stages-ro-water-filter-system-5mic (Shopify standard)
https://enviroaqua.com.au/product/4-stage-aquarium-tank-reverse-osmosis-water-filters-ro-di-resin-filter/,2,62,product,critical,301 → /products/4-stage-aquarium-tank-reverse-osmosis-water-filters-ro-di-resin-filter (Shopify standard)
https://enviroaqua.com.au/bathroom/product/brushed-nickel-pull-out-down-kitchen-tap-swivel-spout-laundry-sink-mixer-2/,2,57,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/bathroom/product/in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels-cer-2/,2,53,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/whole-house-water-filters-umina-beach-woy-woy/,2,46,top-level page (landing/info),high,301 → /pages/whole-house-water-filters-umina-beach-woy-woy on new site
https://enviroaqua.com.au/whole-house-water-filters-central-coast/,1,9276,top-level page (landing/info),high,301 → /pages/whole-house-water-filters-central-coast on new site
https://enviroaqua.com.au/product/5-stage-undersink-home-drinking-ro-water-filter-system-with-3-way-tap/,1,4058,product,critical,301 → /products/5-stage-undersink-home-drinking-ro-water-filter-system-with-3-way-tap (Shopify standard)
https://enviroaqua.com.au/product/luxurious-3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-or-nickel/,1,3169,product,critical,301 → /products/luxurious-3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-or-nickel (Shopify standard)
https://enviroaqua.com.au/product/filtered-hot-cold-water-cooler-direct-connect/,1,2242,product,critical,301 → /products/filtered-hot-cold-water-cooler-direct-connect (Shopify standard)
https://enviroaqua.com.au/product/granular-activated-carbon-water-filter-gac-5-micron-10x2-5/,1,1248,product,critical,301 → /products/granular-activated-carbon-water-filter-gac-5-micron-10x2-5 (Shopify standard)
https://enviroaqua.com.au/colour/brushed-gold/,1,1154,colour taxonomy (Woo attribute),low,301 → /collections/ filtered by colour (or 410)
https://enviroaqua.com.au/product/pull-down-modern-kitchen-tap-mixer-in-brushed-nickel/,1,983,product,critical,301 → /products/pull-down-modern-kitchen-tap-mixer-in-brushed-nickel (Shopify standard)
https://enviroaqua.com.au/product/whole-house-water-filter-replacement-set-3-stage-5-micron-20x2-5/,1,889,product,critical,301 → /products/whole-house-water-filter-replacement-set-3-stage-5-micron-20x2-5 (Shopify standard)
https://enviroaqua.com.au/product/inline-water-filter-replacement-set-3-stages-sediment-carbon-ro-membrane-10/,1,629,product,critical,301 → /products/inline-water-filter-replacement-set-3-stages-sediment-carbon-ro-membrane-10 (Shopify standard)
https://enviroaqua.com.au/product/3-way-ro-system-water-shut-off-stop-valve-1-4x-1-4-quick-connect-x-1-2/,1,534,product,critical,301 → /products/3-way-ro-system-water-shut-off-stop-valve-1-4x-1-4-quick-connect-x-1-2 (Shopify standard)
https://enviroaqua.com.au/product/4647/,1,436,product,critical,301 → /products/4647 (Shopify standard)
https://enviroaqua.com.au/product/bladder-for-12l-pressure-water-tank-drinking-water-compatible-made-in-italy/,1,366,product,critical,301 → /products/bladder-for-12l-pressure-water-tank-drinking-water-compatible-made-in-italy (Shopify standard)
https://enviroaqua.com.au/product/5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-1-4-push-fit/,1,307,product,critical,301 → /products/5-x-fridge-water-filter-fitting-threaded-elbow-quick-connect-6mm-x-1-4-push-fit (Shopify standard)
https://enviroaqua.com.au/product-category/bundles/,1,284,product-category,critical,301 → /collections/bundles
https://enviroaqua.com.au/product/bathroom-sink-pop-up-waste-overflow-basin-vanity-chrome-push-plug-drain-40mm/,1,271,product,critical,301 → /products/bathroom-sink-pop-up-waste-overflow-basin-vanity-chrome-push-plug-drain-40mm (Shopify standard)
https://enviroaqua.com.au/product/5-x-1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge/,1,268,product,critical,301 → /products/5-x-1-4-push-fit-pipe-fitting-elbow-tube-connector-joiner-water-filter-fridge (Shopify standard)
https://enviroaqua.com.au/product/coconut-activated-carbon-water-filter-cto-5-micron-20x4-5/,1,261,product,critical,301 → /products/coconut-activated-carbon-water-filter-cto-5-micron-20x4-5 (Shopify standard)
https://enviroaqua.com.au/product/premium-stainless-steel-three-stage-big-blue-whole-house-water-filter-system-steel/,1,255,product,critical,301 → /products/premium-stainless-steel-three-stage-big-blue-whole-house-water-filter-system-steel (Shopify standard)
https://enviroaqua.com.au/bathroom/product/rimless-wash-down-water-closet-commode-p-trap-wc-ceramic-2-piece-toilet-wels/,1,230,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/bladder-for-100l-pressure-water-tank-drinking-water-compatible-made-in-italy/,1,205,product,critical,301 → /products/bladder-for-100l-pressure-water-tank-drinking-water-compatible-made-in-italy (Shopify standard)
https://enviroaqua.com.au/best-watermark-certified-water-bubblers-australian-schools-2026/,1,195,top-level page (landing/info),high,301 → /pages/best-watermark-certified-water-bubblers-australian-schools-2026 on new site
https://enviroaqua.com.au/commercial-drinking-fountain-gym-office-australia-2026/,1,169,top-level page (landing/info),high,301 → /pages/commercial-drinking-fountain-gym-office-australia-2026 on new site
https://enviroaqua.com.au/bathroom/product/in-wall-concealed-cistern-toilet-rimless-floor-mount-pan-chrome-buttons-wels-cer/,1,166,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/bathroom/product/white-vanity-cabinet-stone-basin-top-pvc-tap-drainage-not-inc900mm-free-sand-2/,1,133,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/whole-house-water-filter-replacement-set-3-stage-5-micron-20x4-5/,1,131,product,critical,301 → /products/whole-house-water-filter-replacement-set-3-stage-5-micron-20x4-5 (Shopify standard)
https://enviroaqua.com.au/product/whole-house-water-filter-1-stage-10x4-5-inch-carbon/,1,126,product,critical,301 → /products/whole-house-water-filter-1-stage-10x4-5-inch-carbon (Shopify standard)
https://enviroaqua.com.au/product/uv-0-5-1-gpm-11w-filters-uv-water-sterilizer-filter-220v-phillip-lamp/,1,113,product,critical,301 → /products/uv-0-5-1-gpm-11w-filters-uv-water-sterilizer-filter-220v-phillip-lamp (Shopify standard)
https://enviroaqua.com.au/product/30-pics-1-4-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings-6mm/,1,98,product,critical,301 → /products/30-pics-1-4-locking-clips-clamps-for-reverse-osmosis-water-filter-fittings-6mm (Shopify standard)
https://enviroaqua.com.au/commercial-water-bubblers-gyms-fitness-centres-australia/,1,97,top-level page (landing/info),high,301 → /pages/commercial-water-bubblers-gyms-fitness-centres-australia on new site
https://enviroaqua.com.au/product/complete-bathroom-package-2b-matte-black-watermark-certified-wels-rated/,1,95,product,critical,301 → /products/complete-bathroom-package-2b-matte-black-watermark-certified-wels-rated (Shopify standard)
https://enviroaqua.com.au/product/100m-1-4-flexible-nylon-tube-hose-pneumatic-air-line-tubing/,1,83,product,critical,301 → /products/100m-1-4-flexible-nylon-tube-hose-pneumatic-air-line-tubing (Shopify standard)
https://enviroaqua.com.au/product/3-stages-inline-water-filter-pp-gac-cto-10x2-5-portable/,1,83,product,critical,301 → /products/3-stages-inline-water-filter-pp-gac-cto-10x2-5-portable (Shopify standard)
https://enviroaqua.com.au/product/3-stages-inline-ro-water-filters-replacement-set-with-ro-membrane/,1,79,product,critical,301 → /products/3-stages-inline-ro-water-filters-replacement-set-with-ro-membrane (Shopify standard)
https://enviroaqua.com.au/product/washable-reusable-water-filter-pleated-5-micron-20x4-5/,1,76,product,critical,301 → /products/washable-reusable-water-filter-pleated-5-micron-20x4-5 (Shopify standard)
https://enviroaqua.com.au/product/complete-bathroom-package-3b-matte-black-watermark-certified-wels-rated/,1,64,product,critical,301 → /products/complete-bathroom-package-3b-matte-black-watermark-certified-wels-rated (Shopify standard)
https://enviroaqua.com.au/product/20m-1-4-6mm-high-pressure-water-filter-tube-reverse-osmosis-tubing/,1,63,product,critical,301 → /products/20m-1-4-6mm-high-pressure-water-filter-tube-reverse-osmosis-tubing (Shopify standard)
https://enviroaqua.com.au/whole-house-water-filters-gosford-nsw/,1,63,top-level page (landing/info),high,301 → /pages/whole-house-water-filters-gosford-nsw on new site
https://enviroaqua.com.au/product/complete-bathroom-package-4b-matte-black-watermark-certified-wels-rated/,1,62,product,critical,301 → /products/complete-bathroom-package-4b-matte-black-watermark-certified-wels-rated (Shopify standard)
https://enviroaqua.com.au/shop/page/2/,1,62,shop archive,medium,301 → /collections/all
https://enviroaqua.com.au/product/10-x-2-5-single-stage-counter-top-water-filter-system-with-carbon-filter/,1,61,product,critical,301 → /products/10-x-2-5-single-stage-counter-top-water-filter-system-with-carbon-filter (Shopify standard)
https://enviroaqua.com.au/product/bladder-for-19l-pressure-water-tank-drinking-water-compatible-made-in-italy/,1,59,product,critical,301 → /products/bladder-for-19l-pressure-water-tank-drinking-water-compatible-made-in-italy (Shopify standard)
https://enviroaqua.com.au/product/complete-bathroom-package-3c-polished-chrome-watermark-certified-wels-rated/,1,55,product,critical,301 → /products/complete-bathroom-package-3c-polished-chrome-watermark-certified-wels-rated (Shopify standard)
https://enviroaqua.com.au/bathroom/product/vanity-cabinet-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-f-s-3/,1,52,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/smart-led-bathroom-mirror-circle/,1,51,product,critical,301 → /products/smart-led-bathroom-mirror-circle (Shopify standard)
https://enviroaqua.com.au/product/uv-0-5-1-gpm-6w-filters-uv-water-steriliser-filter-220vdc/,1,50,product,critical,301 → /products/uv-0-5-1-gpm-6w-filters-uv-water-steriliser-filter-220vdc (Shopify standard)
https://enviroaqua.com.au/product/3-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system/,1,41,product,critical,301 → /products/3-stages-whole-house-water-filter-and-uv-ultraviolet-sterilization-system (Shopify standard)
https://enviroaqua.com.au/bathroom/product/wels-chrome-round-basin-mixer-bathroom-sink-vanity-faucet-tap-spout/,1,40,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product-category/fittings-parts/page/3/,1,40,product-category,critical,301 → /collections/fittings-parts
https://enviroaqua.com.au/product/ultraviolet-water-sterilizer-filter/,1,35,product,critical,301 → /products/ultraviolet-water-sterilizer-filter (Shopify standard)
https://enviroaqua.com.au/bathroom/product/vanity-cabinet-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-f-s-4/,1,34,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/12-litre-reverse-osmosis-water-holding-tank/,1,33,product,critical,301 → /products/12-litre-reverse-osmosis-water-holding-tank (Shopify standard)
https://enviroaqua.com.au/product/8l-vertical-solar-system-water-pressure-tank-expantion-tank-2-13-gallons/,1,33,product,critical,301 → /products/8l-vertical-solar-system-water-pressure-tank-expantion-tank-2-13-gallons (Shopify standard)
https://enviroaqua.com.au/chemical-dosing-tanks-australia-buyers-guide/,1,31,top-level page (landing/info),high,301 → /pages/chemical-dosing-tanks-australia-buyers-guide on new site
https://enviroaqua.com.au/product/complete-bathroom-package-3g-matte-black-watermark-certified-wels-rated/,1,29,product,critical,301 → /products/complete-bathroom-package-3g-matte-black-watermark-certified-wels-rated (Shopify standard)
https://enviroaqua.com.au/product/5-stages-ro-cartridges-replacement-set-for-5-stages-ro-water-filter-system-5mic/,1,26,product,critical,301 → /products/5-stages-ro-cartridges-replacement-set-for-5-stages-ro-water-filter-system-5mic (Shopify standard)
https://enviroaqua.com.au/product/10″-x-4-5″-heavy-duty-water-filter-with-1-brass-ports-sediment-filter-included/,1,21,product,critical,301 → /products/10″-x-4-5″-heavy-duty-water-filter-with-1-brass-ports-sediment-filter-included (Shopify standard)
https://enviroaqua.com.au/shop/page/9/,1,21,shop archive,medium,301 → /collections/all
https://enviroaqua.com.au/product/10-x-2-5-5-stage-undersink-water-filter-system-with-stainless-steel-tap-and-12l-tank-sediment-gac-carbon-ro-membrane-t33/,1,19,product,critical,301 → /products/10-x-2-5-5-stage-undersink-water-filter-system-with-stainless-steel-tap-and-12l-tank-sediment-gac-carbon-ro-membrane-t33 (Shopify standard)
https://enviroaqua.com.au/product/12l-reverse-osmosis-water-holding-tank-ro-3-2g-plastic-rust-free/,1,18,product,critical,301 → /products/12l-reverse-osmosis-water-holding-tank-ro-3-2g-plastic-rust-free (Shopify standard)
https://enviroaqua.com.au/product/5-x-premium-quality-cto-carbon-cartridges-10-x-2-5/,1,14,product,critical,301 → /products/5-x-premium-quality-cto-carbon-cartridges-10-x-2-5 (Shopify standard)
https://enviroaqua.com.au/product/premium-single-water-filter-system-with-2-cartridgesspanner-caravan-whole-house/,1,12,product,critical,301 → /products/premium-single-water-filter-system-with-2-cartridgesspanner-caravan-whole-house (Shopify standard)
https://enviroaqua.com.au/product/uv-0-5-1-gpm-6w-filters-uv-water-sterilizer-filter-12vdc-for-caravan-solar/,1,11,product,critical,301 → /products/uv-0-5-1-gpm-6w-filters-uv-water-sterilizer-filter-12vdc-for-caravan-solar (Shopify standard)
https://enviroaqua.com.au/product/20″-x-4-5″-heavy-duty-water-filter-with-1-brass-ports-carbon-filter-included/,1,10,product,critical,301 → /products/20″-x-4-5″-heavy-duty-water-filter-with-1-brass-ports-carbon-filter-included (Shopify standard)
https://enviroaqua.com.au/product/commercial-reverses-osmosis-ro-500lph-water-treatment-machinery-equipment/,1,9,product,critical,301 → /products/commercial-reverses-osmosis-ro-500lph-water-treatment-machinery-equipment (Shopify standard)
https://enviroaqua.com.au/product/rimless-toilet-suite-back-to-wall-faced-close-soft-close-seat-back-inlet-wels/,1,3,product,critical,301 → /products/rimless-toilet-suite-back-to-wall-faced-close-soft-close-seat-back-inlet-wels (Shopify standard)
https://enviroaqua.com.au/bathroom/product/vanity-cabinetceramic-basin-top-white-wall-hung-pvc-600mmtap-drainage-not-inc/,1,1,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/granular-activated-carbon-water-filter-gac-5-micron-20x2-5/,0,3409,product,critical,301 → /products/granular-activated-carbon-water-filter-gac-5-micron-20x2-5 (Shopify standard)
https://enviroaqua.com.au/product-category/basins/,0,1814,product-category,critical,301 → /collections/basins
https://enviroaqua.com.au/product/115mm-square-tile-insert-100mm-waste-outlet-floor-drain-shower-grate/,0,1612,product,critical,301 → /products/115mm-square-tile-insert-100mm-waste-outlet-floor-drain-shower-grate (Shopify standard)
https://enviroaqua.com.au/product/wall-mounted-towel-robe-hook-polished-chrome/,0,1229,product,critical,301 → /products/wall-mounted-towel-robe-hook-polished-chrome (Shopify standard)
https://enviroaqua.com.au/product-category/bathroom-accessories/,0,1204,product-category,critical,301 → /collections/bathroom-accessories
https://enviroaqua.com.au/product/good-quality-rectangle-vitreous-vessel-bathroom-sink-white/,0,915,product,critical,301 → /products/good-quality-rectangle-vitreous-vessel-bathroom-sink-white (Shopify standard)
https://enviroaqua.com.au/product/tall-spring-loaded-kitchen-mixer-pull-out-spray-polished-chrome/,0,822,product,critical,301 → /products/tall-spring-loaded-kitchen-mixer-pull-out-spray-polished-chrome (Shopify standard)
https://enviroaqua.com.au/delivery-return/,0,815,top-level page (landing/info),high,301 → /pages/delivery-return on new site
https://enviroaqua.com.au/benefits-of-installing-an-under-sink-water-filter/,0,813,top-level page (landing/info),high,301 → /pages/benefits-of-installing-an-under-sink-water-filter on new site
https://enviroaqua.com.au/product/ceramic-counter-top-wash-sink-rectangle-glossy-white-50-cm-washbasin-bathroom/,0,772,product,critical,301 → /products/ceramic-counter-top-wash-sink-rectangle-glossy-white-50-cm-washbasin-bathroom (Shopify standard)
https://enviroaqua.com.au/product/wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system/,0,768,product,critical,301 → /products/wm-3-stages-20-x-4-5-triple-big-blue-whole-house-water-filter-system (Shopify standard)
https://enviroaqua.com.au/product/digital-ph-meter-tds-tester-analysis-monitor-for-aquarium-pool-r1bo/,0,738,product,critical,301 → /products/digital-ph-meter-tds-tester-analysis-monitor-for-aquarium-pool-r1bo (Shopify standard)
https://enviroaqua.com.au/product/digital-meter-tds-tester-aquarium-pool-spa-hydroponic-water-monitor-da/,0,708,product,critical,301 → /products/digital-meter-tds-tester-aquarium-pool-spa-hydroponic-water-monitor-da (Shopify standard)
https://enviroaqua.com.au/product/twin-counter-top-bench-top-double-drinking-water-filter-system-include-filters/,0,703,product,critical,301 → /products/twin-counter-top-bench-top-double-drinking-water-filter-system-include-filters (Shopify standard)
https://enviroaqua.com.au/product/pull-down-spray-tap-kitchen-mixer-in-brushed-nickel/,0,665,product,critical,301 → /products/pull-down-spray-tap-kitchen-mixer-in-brushed-nickel (Shopify standard)
https://enviroaqua.com.au/product-category/cabinets/,0,586,product-category,critical,301 → /collections/cabinets
https://enviroaqua.com.au/product/counter-top-basin-high-quality-modern-luxury-ce-sink-simple-single-hand-wash-art/,0,537,product,critical,301 → /products/counter-top-basin-high-quality-modern-luxury-ce-sink-simple-single-hand-wash-art (Shopify standard)
https://enviroaqua.com.au/whole-house-water-filter-australia/,0,462,top-level page (landing/info),high,301 → /pages/whole-house-water-filter-australia on new site
https://enviroaqua.com.au/product/vanity-cabinetceramic-basin-top-whit-finish-pvc-tap-drainage-not-inc-60cm-f-s/,0,448,product,critical,301 → /products/vanity-cabinetceramic-basin-top-whit-finish-pvc-tap-drainage-not-inc-60cm-f-s (Shopify standard)
https://enviroaqua.com.au/product-category/mirrors/,0,441,product-category,critical,301 → /collections/mirrors
https://enviroaqua.com.au/product/deluxe-water-filter-reverse-osmosis-ro-drinking-water-faucet-tap-2/,0,433,product,critical,301 → /products/deluxe-water-filter-reverse-osmosis-ro-drinking-water-faucet-tap-2 (Shopify standard)
https://enviroaqua.com.au/colour/brushed-nickel/,0,428,colour taxonomy (Woo attribute),low,301 → /collections/ filtered by colour (or 410)
https://enviroaqua.com.au/bathroom/product/brush-surface-flexible-hose-single-handle-pull-out-kitchen-tap-pull-down-wels/,0,425,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/bathroom/product/counter-top-basin-high-quality-modern-luxury-ce-sink-simple-single-hand-wash-art/,0,394,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/bathroom/product/rimless-wash-down-water-closet-commode-p-trap-wc-ceramic-2-piece-toilet-wels-2/,0,354,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/bathroom-water-saving-round-shower-set-round-rainfall-head-shower-wels-watermark/,0,350,product,critical,301 → /products/bathroom-water-saving-round-shower-set-round-rainfall-head-shower-wels-watermark (Shopify standard)
https://enviroaqua.com.au/bathroom/product/bathroom-sink-pop-up-waste-overflow-basin-vanity-chrome-push-plug-drain-40mm/,0,317,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/desktop-water-filter-portable-water-purifier-with-3in1-fillter-adapter-diy/,0,317,product,critical,301 → /products/desktop-water-filter-portable-water-purifier-with-3in1-fillter-adapter-diy (Shopify standard)
https://enviroaqua.com.au/product/coconut-activated-carbon-water-filter-cto-5-micron-20x2-5/,0,314,product,critical,301 → /products/coconut-activated-carbon-water-filter-cto-5-micron-20x2-5 (Shopify standard)
https://enviroaqua.com.au/product/16cm-bathroom-mixer-tap-in-polished-chrome/,0,276,product,critical,301 → /products/16cm-bathroom-mixer-tap-in-polished-chrome (Shopify standard)
https://enviroaqua.com.au/parcel-panel/,0,273,top-level page (landing/info),high,301 → /pages/parcel-panel on new site
https://enviroaqua.com.au/bathroom/product/brass-kitchen-mixer-tap-long-swivel-spout-laundry-faucet-sink-taps-chrome-durabl/,0,261,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/single-stage-counter-top-water-filter-desktop-water-purifiercartridge-included/,0,257,product,critical,301 → /products/single-stage-counter-top-water-filter-desktop-water-purifiercartridge-included (Shopify standard)
https://enviroaqua.com.au/bathroom/product/ceramic-counter-top-wash-sink-rectangle-glossy-white-50-cm-washbasin-bathroom/,0,244,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/colour/matte-black/,0,228,colour taxonomy (Woo attribute),low,301 → /collections/ filtered by colour (or 410)
https://enviroaqua.com.au/product/water-filter-fitting-joiner-quick-connect-3-8-enviro-aqua/,0,225,product,critical,301 → /products/water-filter-fitting-joiner-quick-connect-3-8-enviro-aqua (Shopify standard)
https://enviroaqua.com.au/product/premium-pair-water-filter-cartridges-5-mic-carbon-5-mic-sediment-10x2-5/,0,214,product,critical,301 → /products/premium-pair-water-filter-cartridges-5-mic-carbon-5-mic-sediment-10x2-5 (Shopify standard)
https://enviroaqua.com.au/product/wall-mounted-round-towel-ring-in-polished-chrome/,0,204,product,critical,301 → /products/wall-mounted-round-towel-ring-in-polished-chrome (Shopify standard)
https://enviroaqua.com.au/product/in-wall-dual-flush-toilet-button-faceplate-circular-design-in-black-chrome-gold-nickel/,0,192,product,critical,301 → /products/in-wall-dual-flush-toilet-button-faceplate-circular-design-in-black-chrome-gold-nickel (Shopify standard)
https://enviroaqua.com.au/product/5-stages-ro-system-stainless-steel-tap/,0,173,product,critical,301 → /products/5-stages-ro-system-stainless-steel-tap (Shopify standard)
https://enviroaqua.com.au/bathroom/product/vanity-cabinetceramic-basin-top-wood-wall-hung-pvc-600mmtap-drainage-not-inc-2/,0,161,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/standard-carbon-water-filter-cartridge-coconut-carbon-filter-cto-10-x-2-5-5-micron/,0,157,product,critical,301 → /products/standard-carbon-water-filter-cartridge-coconut-carbon-filter-cto-10-x-2-5-5-micron (Shopify standard)
https://enviroaqua.com.au/bathroom/product/white-vanity-cabinet-stone-basin-top-pvc-tap-drainage-not-inc900mm-free-sand/,0,149,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/complete-bathroom-package-1c-polished-chrome-watermark-certified-wels-rated/,0,145,product,critical,301 → /products/complete-bathroom-package-1c-polished-chrome-watermark-certified-wels-rated (Shopify standard)
https://enviroaqua.com.au/bathroom/product/wels-chrome-round-basin-mixer-bathroom-sink-vanity-faucet-tap-spout-3/,0,144,bathroom-product (duplicate canonical),critical,301 → canonical /products/<slug> on new site
https://enviroaqua.com.au/product/vanity-cabinet-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-f-s/,0,144,product,critical,301 → /products/vanity-cabinet-stone-basin-top-pvc-white-tap-drainage-not-inc-1200-mm-f-s (Shopify standard)
https://enviroaqua.com.au/watermark-policy,0,144,top-level page (landing/info),high,301 → /pages/watermark-policy on new site
https://enviroaqua.com.au/bathroom/,0,140,top-level page (landing/info),high,301 → /pages/bathroom on new site
https://enviroaqua.com.au/blog/,0,134,blog,high,301 → new /blogs/news/<slug> or 1:1 mapping
https://enviroaqua.com.au/product/3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-nickel-gold-and-chrome/,0,123,product,critical,301 → /products/3-way-tap-for-ro-water-filters-kitchen-mixer-in-black-nickel-gold-and-chrome (Shopify standard)
https://enviroaqua.com.au/product-category/showers/,0,120,product-category,critical,301 → /collections/showers
https://enviroaqua.com.au/watermark-certified-water-bubblers-australian-schools/,0,118,top-level page (landing/info),high,301 → /pages/watermark-certified-water-bubblers-australian-schools on new site
https://enviroaqua.com.au/product/3-stage-whole-house-water-filter-replacement-set-20-x-4-5/,0,117,product,critical,301 → /products/3-stage-whole-house-water-filter-replacement-set-20-x-4-5 (Shopify standard)
https://enviroaqua.com.au/product/whole-house-water-filter-1-stage-20x4-5-inch-carbon/,0,114,product,critical,301 → /products/whole-house-water-filter-1-stage-20x4-5-inch-carbon (Shopify standard)
https://enviroaqua.com.au/product/2x-poly-spun-water-filter-cartridge-5-micron-sediment-20-x-4-5-whole-house/,0,113,product,critical,301 → /products/2x-poly-spun-water-filter-cartridge-5-micron-sediment-20-x-4-5-whole-house (Shopify standard)
https://enviroaqua.com.au/shop/page/1/,0,110,shop archive,medium,301 → /collections/all
https://enviroaqua.com.au/shop/page/3/,0,103,shop archive,medium,301 → /collections/all
https://enviroaqua.com.au/product/granular-activated-carbon-water-filter-cartridge-gac-10-x-2-5-5-micron/,0,100,product,critical,301 → /products/granular-activated-carbon-water-filter-cartridge-gac-10-x-2-5-5-micron (Shopify standard)
https://enviroaqua.com.au/product/ro-wrench-for-water-filter-wrenching-1812-housing-of-reverse-osmosis-membrane/,0,100,product,critical,301 → /products/ro-wrench-for-water-filter-wrenching-1812-housing-of-reverse-osmosis-membrane (Shopify standard)
https://enviroaqua.com.au/product/whole-house-water-filter-1-stage-10x2-5-inch-sediment/,0,98,product,critical,301 → /products/whole-house-water-filter-1-stage-10x2-5-inch-sediment (Shopify standard)
https://enviroaqua.com.au/outlet/,0,96,top-level page (landing/info),high,301 → /pages/outlet on new site
https://enviroaqua.com.au/product/five-way-brass-fittings-quick-connect-fittings-water-pump-connector/,0,96,product,critical,301 → /products/five-way-brass-fittings-quick-connect-fittings-water-pump-connector (Shopify standard)
https://enviroaqua.com.au/product/back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels/,0,92,product,critical,301 → /products/back-to-wall-rimless-dual-flush-ceramic-toilet-suite-soft-close-seat-p-trap-wels (Shopify standard)
https://enviroaqua.com.au/product/pleated-water-filter-cartridge-washable-and-reusable-20-x-4-5-5-micron/,0,91,product,critical,301 → /products/pleated-water-filter-cartridge-washable-and-reusable-20-x-4-5-5-micron (Shopify standard)
https://enviroaqua.com.au/privacy-policy/,0,89,top-level page (landing/info),high,301 → /pages/privacy-policy on new site
https://enviroaqua.com.au/product/water-and-air-pressure-oil-gauge-new-1-4-brass-bspt-thread-60-150-300-psi/,0,88,product,critical,301 → /products/water-and-air-pressure-oil-gauge-new-1-4-brass-bspt-thread-60-150-300-psi (Shopify standard)
https://enviroaqua.com.au/colour/polished-chrome/,0,87,colour taxonomy (Woo attribute),low,301 → /collections/ filtered by colour (or 410)
https://enviroaqua.com.au/product/5-x-water-filter-fitting-joiner-quick-connect-1-4-6mm-fridge-enviro-aqua/,0,87,product,critical,301 → /products/5-x-water-filter-fitting-joiner-quick-connect-1-4-6mm-fridge-enviro-aqua (Shopify standard)
